"animal_id","species","timestamp","latitude","longitude","lc","locType","stop_id","n_stops","meta_stop_id"
"touristParis","human",2009-04-26 19:01:02,48.861978,2.288817,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:01:07,48.861978,2.288817,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:01:12,48.861978,2.288817,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:01:17,48.861978,2.288817,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:01:22,48.861978,2.288817,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:01:27,48.861978,2.288817,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:01:32,48.861978,2.288817,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:01:37,48.861978,2.288817,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:01:42,48.861978,2.288816,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:01:47,48.861978,2.288816,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:01:52,48.861978,2.288817,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:01:57,48.861978,2.288816,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:02:02,48.861979,2.288817,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:02:07,48.861979,2.288817,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:02:12,48.861978,2.288817,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:02:17,48.861978,2.288817,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:02:22,48.861978,2.288817,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:02:27,48.861978,2.288816,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:02:32,48.861978,2.288816,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:02:37,48.861978,2.288816,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:02:42,48.861979,2.288816,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:02:47,48.861979,2.288816,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:02:52,48.861979,2.288816,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:02:57,48.861978,2.288816,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:03:02,48.861978,2.288816,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:03:07,48.861978,2.288816,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:03:12,48.861978,2.288816,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:03:17,48.861978,2.288816,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:03:22,48.861978,2.288816,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:03:27,48.861978,2.288816,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:03:32,48.861978,2.288816,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:03:37,48.861978,2.288816,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:03:42,48.861978,2.288816,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:03:47,48.861978,2.288816,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:03:52,48.861978,2.288817,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:03:57,48.861978,2.288817,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:04:02,48.861978,2.288817,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:04:07,48.861978,2.288817,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:04:12,48.861978,2.288817,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:04:17,48.861978,2.288818,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:04:22,48.861978,2.288818,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:04:27,48.861979,2.288818,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:04:32,48.861979,2.288818,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:04:37,48.861979,2.288817,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:04:42,48.861979,2.288817,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:04:47,48.86198,2.288817,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:04:52,48.86198,2.288818,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:04:57,48.861981,2.288818,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:05:02,48.861981,2.288818,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:05:07,48.861982,2.288818,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:05:12,48.861982,2.288818,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:05:17,48.861983,2.288818,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:05:22,48.861983,2.288818,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:05:27,48.861984,2.288818,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:05:32,48.861984,2.288818,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:05:37,48.861984,2.288817,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:05:42,48.861983,2.288817,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:05:47,48.861984,2.288817,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:05:52,48.861984,2.288817,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:05:57,48.861984,2.288817,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:06:02,48.861985,2.288817,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:06:07,48.861984,2.288817,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:06:12,48.861984,2.288817,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:06:17,48.861984,2.288817,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:06:22,48.861984,2.288817,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:06:27,48.861984,2.288817,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:06:32,48.861984,2.288817,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:06:37,48.861985,2.288817,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:06:42,48.861985,2.288817,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:06:47,48.861985,2.288817,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:06:52,48.861986,2.288817,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:06:57,48.861986,2.288817,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:07:02,48.861985,2.288817,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:07:07,48.861986,2.288817,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:07:12,48.861986,2.288817,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:07:17,48.861986,2.288817,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:07:22,48.861986,2.288817,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:07:27,48.861986,2.288817,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:07:32,48.861986,2.288817,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:07:37,48.861986,2.288816,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:07:42,48.861986,2.288816,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:07:47,48.861986,2.288816,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:07:52,48.861986,2.288816,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:07:57,48.861985,2.288815,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:08:02,48.861985,2.288815,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:08:07,48.861985,2.288815,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:08:12,48.861985,2.288815,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:08:17,48.861985,2.288815,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:08:22,48.861985,2.288815,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:08:27,48.861985,2.288815,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:08:32,48.861985,2.288815,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:08:37,48.861986,2.288814,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:08:42,48.861986,2.288814,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:08:47,48.861986,2.288815,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:08:52,48.861986,2.288814,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:08:57,48.861987,2.288814,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:09:02,48.861987,2.288814,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:09:07,48.861987,2.288814,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:09:12,48.861987,2.288814,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:09:17,48.861987,2.288814,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:09:22,48.861987,2.288814,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:09:27,48.861987,2.288814,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:09:32,48.861987,2.288814,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:09:37,48.861987,2.288814,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:09:42,48.861988,2.288814,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:09:47,48.861987,2.288814,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:09:52,48.861987,2.288814,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:09:57,48.861987,2.288814,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:10:02,48.861987,2.288814,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:10:07,48.861987,2.288814,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:10:12,48.861987,2.288814,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:10:17,48.861988,2.288814,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:10:22,48.861987,2.288814,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:10:27,48.861987,2.288814,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:10:32,48.861987,2.288814,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:10:37,48.861988,2.288814,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:10:42,48.861987,2.288814,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:10:47,48.861988,2.288814,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:10:52,48.861988,2.288814,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:10:57,48.861988,2.288814,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:11:02,48.861987,2.288814,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:11:07,48.861987,2.288814,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:11:12,48.861987,2.288814,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:11:17,48.861987,2.288814,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:11:22,48.861988,2.288814,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:11:27,48.861988,2.288814,"G","Stopped","20090426190007_20090426191127_touristParis",1,"20090426190007_20090426191127_touristParis"
"touristParis","human",2009-04-26 19:37:17,48.862196,2.289069,"G","Movement", , , 
"touristParis","human",2009-04-26 19:37:22,48.862228,2.289097,"G","Movement", , , 
"touristParis","human",2009-04-26 19:37:27,48.862249,2.28909,"G","Movement", , , 
"touristParis","human",2009-04-26 19:37:32,48.862284,2.289055,"G","Movement", , , 
"touristParis","human",2009-04-26 19:37:37,48.862305,2.289011,"G","Movement", , , 
"touristParis","human",2009-04-26 19:37:42,48.86234,2.289024,"G","Movement", , , 
"touristParis","human",2009-04-26 19:37:47,48.862329,2.28907,"G","Movement", , , 
"touristParis","human",2009-04-26 19:37:52,48.862304,2.289102,"G","Movement", , , 
"touristParis","human",2009-04-26 19:37:55,48.862304,2.289102,"G","Movement", , , 
"touristParis","human",2009-04-26 19:37:57,48.862306,2.289103,"G","Movement", , , 
"touristParis","human",2009-04-26 19:38:02,48.862295,2.289131,"G","Movement", , , 
"touristParis","human",2009-04-26 19:38:07,48.862295,2.289153,"G","Movement", , , 
"touristParis","human",2009-04-26 19:38:12,48.862279,2.289157,"G","Movement", , , 
"touristParis","human",2009-04-26 19:38:17,48.86221,2.289165,"G","Movement", , , 
"touristParis","human",2009-04-26 19:38:22,48.862182,2.289168,"G","Movement", , , 
"touristParis","human",2009-04-26 19:38:27,48.862149,2.289168,"G","Movement", , , 
"touristParis","human",2009-04-26 19:38:32,48.862133,2.289141,"G","Movement", , , 
"touristParis","human",2009-04-26 19:38:37,48.862099,2.289147,"G","Movement", , , 
"touristParis","human",2009-04-26 19:38:42,48.862051,2.289157,"G","Movement", , , 
"touristParis","human",2009-04-26 19:38:47,48.862011,2.289168,"G","Movement", , , 
"touristParis","human",2009-04-26 19:38:52,48.862004,2.28914,"G","Movement", , , 
"touristParis","human",2009-04-26 19:38:57,48.862057,2.289089,"G","Movement", , , 
"touristParis","human",2009-04-26 19:39:02,48.862082,2.289106,"G","Movement", , , 
"touristParis","human",2009-04-26 19:39:07,48.862106,2.289121,"G","Movement", , , 
"touristParis","human",2009-04-26 19:39:11,48.862031,2.2892,"G","Movement", , , 
"touristParis","human",2009-04-26 19:39:15,48.861967,2.289322,"G","Movement", , , 
"touristParis","human",2009-04-26 19:39:20,48.861948,2.289416,"G","Movement", , , 
"touristParis","human",2009-04-26 19:39:25,48.861919,2.289521,"G","Movement", , , 
"touristParis","human",2009-04-26 19:39:29,48.861853,2.289632,"G","Movement", , , 
"touristParis","human",2009-04-26 19:39:34,48.861793,2.289715,"G","Movement", , , 
"touristParis","human",2009-04-26 19:39:39,48.861757,2.289776,"G","Movement", , , 
"touristParis","human",2009-04-26 19:39:44,48.86174,2.289826,"G","Movement", , , 
"touristParis","human",2009-04-26 19:39:49,48.861698,2.28989,"G","Movement", , , 
"touristParis","human",2009-04-26 19:39:54,48.861679,2.289929,"G","Movement", , , 
"touristParis","human",2009-04-26 19:39:59,48.861617,2.289979,"G","Movement", , , 
"touristParis","human",2009-04-26 19:40:04,48.861577,2.290035,"G","Movement", , , 
"touristParis","human",2009-04-26 19:40:09,48.861515,2.290139,"G","Movement", , , 
"touristParis","human",2009-04-26 19:40:14,48.861473,2.290218,"G","Movement", , , 
"touristParis","human",2009-04-26 19:40:19,48.861423,2.29026,"G","Movement", , , 
"touristParis","human",2009-04-26 19:40:24,48.861383,2.290335,"G","Movement", , , 
"touristParis","human",2009-04-26 19:40:29,48.861328,2.290389,"G","Movement", , , 
"touristParis","human",2009-04-26 19:40:34,48.861285,2.290448,"G","Movement", , , 
"touristParis","human",2009-04-26 19:40:39,48.861236,2.290519,"G","Movement", , , 
"touristParis","human",2009-04-26 19:40:44,48.861185,2.290606,"G","Movement", , , 
"touristParis","human",2009-04-26 19:40:49,48.861152,2.290665,"G","Movement", , , 
"touristParis","human",2009-04-26 19:40:54,48.861115,2.290737,"G","Movement", , , 
"touristParis","human",2009-04-26 19:40:59,48.861062,2.29079,"G","Movement", , , 
"touristParis","human",2009-04-26 19:41:04,48.861027,2.290852,"G","Movement", , , 
"touristParis","human",2009-04-26 19:41:09,48.860988,2.290876,"G","Movement", , , 
"touristParis","human",2009-04-26 19:41:14,48.860923,2.290877,"G","Movement", , , 
"touristParis","human",2009-04-26 19:41:19,48.860874,2.29087,"G","Movement", , , 
"touristParis","human",2009-04-26 19:41:24,48.860825,2.290887,"G","Movement", , , 
"touristParis","human",2009-04-26 19:41:29,48.860781,2.290851,"G","Movement", , , 
"touristParis","human",2009-04-26 19:41:34,48.86071,2.29085,"G","Movement", , , 
"touristParis","human",2009-04-26 19:41:39,48.860644,2.290815,"G","Movement", , , 
"touristParis","human",2009-04-26 19:41:44,48.860606,2.290745,"G","Movement", , , 
"touristParis","human",2009-04-26 19:41:49,48.860577,2.290696,"G","Movement", , , 
"touristParis","human",2009-04-26 19:41:54,48.860542,2.290621,"G","Movement", , , 
"touristParis","human",2009-04-26 19:41:59,48.860534,2.290516,"G","Movement", , , 
"touristParis","human",2009-04-26 19:42:04,48.860528,2.290486,"G","Movement", , , 
"touristParis","human",2009-04-26 19:42:09,48.860514,2.29054,"G","Movement", , , 
"touristParis","human",2009-04-26 19:42:14,48.860473,2.2906,"G","Movement", , , 
"touristParis","human",2009-04-26 19:42:19,48.860415,2.290667,"G","Movement", , , 
"touristParis","human",2009-04-26 19:42:24,48.860392,2.290745,"G","Movement", , , 
"touristParis","human",2009-04-26 19:42:29,48.860376,2.290811,"G","Movement", , , 
"touristParis","human",2009-04-26 19:42:34,48.860341,2.290858,"G","Movement", , , 
"touristParis","human",2009-04-26 19:42:39,48.86027,2.290916,"G","Movement", , , 
"touristParis","human",2009-04-26 19:42:44,48.860234,2.291011,"G","Movement", , , 
"touristParis","human",2009-04-26 19:42:49,48.860248,2.291096,"G","Movement", , , 
"touristParis","human",2009-04-26 19:42:54,48.860265,2.291181,"G","Movement", , , 
"touristParis","human",2009-04-26 19:42:59,48.860234,2.291235,"G","Movement", , , 
"touristParis","human",2009-04-26 19:43:04,48.860195,2.291298,"G","Movement", , , 
"touristParis","human",2009-04-26 19:43:09,48.860176,2.291343,"G","Movement", , , 
"touristParis","human",2009-04-26 19:43:14,48.860141,2.291422,"G","Movement", , , 
"touristParis","human",2009-04-26 19:43:19,48.860083,2.291482,"G","Movement", , , 
"touristParis","human",2009-04-26 19:43:24,48.860029,2.291539,"G","Movement", , , 
"touristParis","human",2009-04-26 19:43:29,48.85999,2.291604,"G","Movement", , , 
"touristParis","human",2009-04-26 19:43:34,48.859932,2.291651,"G","Movement", , , 
"touristParis","human",2009-04-26 19:43:39,48.859896,2.291716,"G","Movement", , , 
"touristParis","human",2009-04-26 19:43:44,48.859861,2.291786,"G","Stopped","20090426194344_20090426194704_touristParis",1,"20090426194344_20090426194704_touristParis"
"touristParis","human",2009-04-26 19:43:49,48.85985,2.291791,"G","Stopped","20090426194344_20090426194704_touristParis",1,"20090426194344_20090426194704_touristParis"
"touristParis","human",2009-04-26 19:43:52,48.85985,2.291791,"G","Stopped","20090426194344_20090426194704_touristParis",1,"20090426194344_20090426194704_touristParis"
"touristParis","human",2009-04-26 19:43:54,48.859853,2.291789,"G","Stopped","20090426194344_20090426194704_touristParis",1,"20090426194344_20090426194704_touristParis"
"touristParis","human",2009-04-26 19:43:59,48.859828,2.291783,"G","Stopped","20090426194344_20090426194704_touristParis",1,"20090426194344_20090426194704_touristParis"
"touristParis","human",2009-04-26 19:44:04,48.859825,2.291777,"G","Stopped","20090426194344_20090426194704_touristParis",1,"20090426194344_20090426194704_touristParis"
"touristParis","human",2009-04-26 19:44:07,48.859825,2.291777,"G","Stopped","20090426194344_20090426194704_touristParis",1,"20090426194344_20090426194704_touristParis"
"touristParis","human",2009-04-26 19:44:09,48.859829,2.291771,"G","Stopped","20090426194344_20090426194704_touristParis",1,"20090426194344_20090426194704_touristParis"
"touristParis","human",2009-04-26 19:44:14,48.859825,2.29178,"G","Stopped","20090426194344_20090426194704_touristParis",1,"20090426194344_20090426194704_touristParis"
"touristParis","human",2009-04-26 19:44:19,48.859838,2.291789,"G","Stopped","20090426194344_20090426194704_touristParis",1,"20090426194344_20090426194704_touristParis"
"touristParis","human",2009-04-26 19:44:24,48.859826,2.291773,"G","Stopped","20090426194344_20090426194704_touristParis",1,"20090426194344_20090426194704_touristParis"
"touristParis","human",2009-04-26 19:44:29,48.859826,2.291772,"G","Stopped","20090426194344_20090426194704_touristParis",1,"20090426194344_20090426194704_touristParis"
